EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
020744032,TRANSPLANT FOUNDATION INC,% ANASTASIA HENRY,600 17TH STREET SUITE 2515S,DENVER,CO,80202-5402,0000,03,3,2000,200509,1,15,000000000,1,01,202412,5,4,01,0,12,758795,233572,233547,E60,
020755251,CENTER OF HOPE,% RAYMOND CHAVEZ,5303 W KENTUCKY AVE,LAKEWOOD,CO,80226-4836,0000,03,3,1200,200608,1,15,000000000,1,01,202412,4,3,01,0,12,124853,73411,73411,P40,
020756117,HAMMER RACING TEAM,% RICHARD VOSS,7231 S SUNDOWN CIR,LITTLETON,CO,80120-4284,0000,07,3,1000,202306,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
020758897,COLORADO CIVIC ENGAGEMENT ROUNDTABLE,,PO BOX 1620,DENVER,CO,80201-1620,0000,03,3,2100,200605,1,15,000000000,1,01,202412,6,6,01,0,12,1359731,1178143,1178143,R26,
020781624,TITANS CROSS COUNTRY,% ALAN VERSAW,11835 COLUMBINE HILLS RD,COLORADO SPGS,CO,80908-3803,0000,03,3,2000,200808,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N60,
020804773,DENVER CITY LAX,% RODNEY I ALLISON,1106 COLUMBINE ST,DENVER,CO,80206-3107,0000,03,3,2000,200806,1,15,000000000,1,01,202508,5,5,01,0,08,567522,722728,667651,N40,
020806569,SAN FRANCISCO DITCH COMPANY,% DELMER VIALPANDO,PO BOX 36,SAN LUIS,CO,81152-0036,0000,12,3,2000,202403,2,00,000000000,1,01,,0,0,02,0,12,,,,K20,
020813083,TRANSFORMATION PROJECT PRISON MINISTRY,,461168,AURORA,CO,80046-0000,0000,03,3,1700,201604,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
030340816,NORTH AMERICAN HAZARDOUS MATERIALS MANAGEMENT ASSOCIATION,% NICOLE PLESE,360 OAK AVE STE 140,EATON,CO,80615-3495,0000,03,3,1000,199509,1,15,351000000,1,01,202412,4,4,01,0,12,302862,389122,388071,C032,
030385844,COLORADO FEDERATION OF ANIMAL WELFARE AGENCIES,% JENNIFER SCHWARTZ,6300 E HAMPDEN AVE UNIT C 284,DENVER,CO,80222-7678,0000,03,3,1000,200208,1,16,000000000,1,01,202412,4,4,01,0,12,427889,229483,229483,D03,
030390058,BALLET RENAISSANCE,%,PO BOX 3768,ESTES PARK,CO,80517-3768,0000,03,3,2100,200209,1,15,000000000,1,01,202412,2,3,01,0,12,22534,53041,53041,A26,
030403996,FRIENDS OF CHEYENNE MOUNTAIN STATE PARK,% GLEN L SCOTT,410 JL HEIGHTS ROAD,COLORADO SPRINGS,CO,80926-0000,0000,03,3,1000,200207,1,15,000000000,1,01,202412,4,3,01,0,12,120520,65212,53987,N32,
030410199,PRAISE HIM MINISTRIES INC,% VICTORIA HEARST,130 REDCLIFF DR,RIDGWAY,CO,81432-0000,0000,03,3,7000,200305,1,03,000000000,1,01,202406,7,6,00,1,06,7581809,3135022,,X20,
030410639,EAGLE SENIOR VILLAGE INC,% STEVE SPEARS,1600 BROADWAY STE 2000,DENVER,CO,80202-4929,0000,03,3,1000,201203,1,16,001030150,1,01,202412,5,4,01,0,12,784695,203266,203266,,
030412235,CENTRO HUMANITARIO PARA LOS TRABAJADORES,% MINSUN JI,PO BOX 3190,DENVER,CO,80201-3190,0000,03,3,1000,200210,1,15,000000000,1,01,202412,6,6,01,0,12,2428290,1624566,1624566,,
030419140,COLORADO 4-H FOUNDATION INC,% EMILY KILLEEN,17 N SPRUCE ST,COLORADO SPGS,CO,80905-1407,5947,03,9,2000,201308,1,15,149349000,1,01,202506,0,0,02,0,06,0,0,0,,TRAILBLAZERS 4-H CLUB
030423074,BLACK FOREST TRAILS ASSOCIATION INC,% CHERYL PIXLEY,PO BOX 88041,COLORADO SPGS,CO,80908-8041,0000,03,3,1000,200305,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,C30,
030442292,SPIRIT OF THE SUN INC,% BRIAN E WILKERSON,2288 S TENNYSON ST,DENVER,CO,80219-5120,0000,03,3,1000,200209,1,15,000000000,1,25,202412,5,6,01,0,12,811793,1138352,1138352,,
030443003,AIR RACE CLASSIC INC,% TRISH MINARD,713 MATHEWS ST,FORT COLLINS,CO,80524-3312,0000,03,3,2000,200207,1,16,000000000,1,01,202509,4,4,01,0,09,305981,114696,114696,N70,
030444982,STAPLETON DESIGN INC,,7350 E 29TH AVE UNIT 300,DENVER,CO,80238-2722,0000,04,3,1000,200404,2,00,000000000,1,01,202412,4,3,01,0,12,152794,76391,76391,S41,
030461106,FREE HORIZON MONTESSORI FOUNDATION,,15920 W 10TH AVE,GOLDEN,CO,80401-3708,0000,03,3,2000,201412,1,16,000000000,1,01,202406,4,3,02,0,06,101888,26952,26876,B12,
030469274,MONTESSORI ACADEMY OF COLORADO,% NANCY CANNING,2500 CURTIS ST,DENVER,CO,80205-2632,0000,03,3,1000,200302,1,16,000000000,1,01,202408,8,7,01,0,08,15246735,7405525,7405525,P33,
030474314,POCKET FLAG PROJECT INC,% LUWANDA FORD,7470 NEWLAND ST,ARVADA,CO,80003-2850,0000,03,3,1000,200401,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
030485669,WILLOWNOOK HOA,% RUTH ROWE,4000 WILLOWNOOK RANCH TRL,ELIZABETH,CO,80107-6607,0000,04,3,3000,201208,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,L50,
030489131,JEFF ARMSTRONG MEMORIAL FOUNDATION,% SUSAN ARMSTRON,5090 OLD POST RD,YUMA,CO,80759-9309,0000,03,3,1000,200307,1,15,000000000,1,01,202412,5,4,01,0,12,801946,130099,127949,N40,
030490907,SIMMONS & ASSOCIATES EDUCATIONAL FUND INC,% DOYLE WATSON DVM,3907 SYLVAN WAY,COLORADO SPGS,CO,80917-5819,0000,06,3,2000,200305,2,00,000000000,1,01,202510,4,4,01,0,10,385970,169401,169401,D03,
030496969,NEW HOPE OUTREACH MINISTRIES,% WILLIAM EPHRIAM,930 S PROSPECT ST,COLORADO SPGS,CO,80903-4614,0000,03,3,1000,200403,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030500223,DISCOVERY CHRISTIAN CHURCH,% DISCOVERY CHURCH COLORADO,4304 AUSTIN BLUFFS PKWY,COLORADO SPGS,CO,80918-2932,0000,03,3,7000,200508,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030506094,AMAZING LOVE MISSIONS INC,% WALLY COOK,PO BOX 49635,COLORADO SPGS,CO,80949-9635,0000,03,3,7000,200505,1,15,000000000,1,01,202412,3,4,01,0,12,46706,317070,317070,X99,
030506671,DENVER JUNIOR GOLF,,3181 E 23RD AVE,DENVER,CO,80205-5730,0000,03,3,1000,200305,1,15,000000000,1,01,202412,6,6,01,0,12,2055951,1991092,1991092,O50,DBA FIRST TEE OF DENVER
030515006,PUEBLA VISTA ESTATES & FIRST REPLAT HOME OWNERS ASSOCIATION,% MEREDITH JORDAN,1825 MARLENE DR,FORT COLLINS,CO,80524-1836,0000,04,3,1000,200210,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,Z99,
030515223,MULTI CULTURAL MOSIAC FOUNDATION,% J D KIMO SMITH,14232 E EVANS AVE,AURORA,CO,80014-1432,0000,03,3,1000,200404,1,15,000000000,1,01,202412,5,4,01,0,12,852730,121790,121790,A23,
030516441,ARVADA ART STUDIO TOUR,% JUDITH GARDNER,7788 LEE ST,ARVADA,CO,80005-3777,0000,03,3,1200,202512,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A20,
030527511,FROM MISTS OF TIME,% PATTY SPIERS,128 E WILLAMETTE AVE,COLORADO SPGS,CO,80903-1112,0000,03,3,2000,200405,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A80,
030530572,ROLLING THUNDER INC CHAPTER 1 COLORADO,% CHERYL TAYLOR,PO BOX 661,LITTLETON,CO,80160-0661,0000,04,3,3000,202206,2,00,908000000,1,01,202512,0,0,02,0,12,0,0,0,W30,
030535520,FRATERNAL ORDER OF EAGLES,% AERIE SECRETARY,PO BOX 7556,PUEBLO WEST,CO,81007-0556,0102,10,9,1000,199108,2,00,260000000,5,01,202505,5,6,01,0,05,985155,1491469,712724,,4471 AERIE
030554629,CHURCH OF THE BELOVED,% PAUL BURSON,10500 GRANT DR,NORTHGLENN,CO,80233-4116,0000,03,3,7000,201407,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030561381,SUNLIGHT MOUNTAIN SKI PATROL INC,% DEBBIE WICKENSHAM,PO BOX 1837,GLENWOOD SPGS,CO,81602-1837,0000,03,3,1000,200602,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,M23,
030564396,CATHOLIC DIOCESE OF GEITA TANZANIA,% FR MATHEW BULALA,1912 EUDORA ST,DENVER,CO,80220-1269,0000,03,3,7000,201605,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030572403,SNOWBOARDERS & SKIERS FOR CHRIST,,PO BOX 2082,DILLON,CO,80435-2080,5741,03,6,7000,201006,1,15,000000000,1,01,202412,4,4,01,0,12,181441,467178,467178,X21,
030575382,DELTA COUNTY PUBLIC LIBRARY TRUST AND ENDOWMENT INC,% EMMA NEAL,149 MAIN,HOTCHKISS,CO,81419-0000,0000,03,3,2000,200603,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B117,
030580658,UNITED STATES BOWLING CONGRESS INC,% DAVID LORENZ,PO BOX 442,FRASER,CO,80442-0442,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,82168 GRAND COUNTY USBC
030589584,STERLING UNITED STATES BOWLING CONGRESS ASSOCIATION,% JO STRUBLE,303 FOSTER AVE,KEENESBURG,CO,80643-9076,0000,03,3,1000,201903,1,15,000000000,1,01,202407,0,0,02,0,07,0,0,0,N60,
030590113,LIFE ABUNDANT MINISTRIES,% PAUL HIGLEY,610 BROADWAY,SILVER CLIFF,CO,81252-9698,0000,03,3,7000,200607,1,10,000000000,1,01,202112,0,0,06,0,12,0,0,0,X30,
030591654,POMONA GIRLS VOLLEYBALL BOOSTERS,% LEILANI LUKE,8101 W POMONA DR,ARVADA,CO,80005-2572,0000,03,3,1200,202209,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B94,
030592293,FRATERNAL ORDER OF POLICE,% JOHN O STEWART,PO BOX 255,LEADVILLE,CO,80461-0255,1199,08,9,1000,000000,0,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,,53 TWO MILE HIGH LODGE
030603977,HUNGER HEROS,% WAYNE FRANCIS,331 S MARSHALL ST,LAKEWOOD,CO,80226-3421,0000,03,3,1000,200708,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T193,
030611300,DAWNING LIGHT MINISTRIES INC,% MICHAEL J GIBBS,7113 SILVER BUCKLE DR,COLORADO SPGS,CO,80923-4214,0000,03,3,1000,200703,1,04,000000000,1,01,202512,3,2,00,1,12,59738,12458,,X20,
041404345,PUEBLO COMMUNITY HEALTH CENTER FOUNDATION INC,,110 E ROUTT AVE,PUEBLO,CO,81004-2117,0000,03,3,1000,200507,1,16,000000000,1,01,202512,6,4,01,0,12,1770880,284016,264342,E11,
042375956,OUTWARD BOUND INC,,4845 PEARL EAST CIR STE 118,BOULDER,CO,80301-6112,0000,03,3,1200,196410,1,15,349000000,1,01,202412,8,8,01,0,12,15750662,15001073,9836006,C600,
042666844,ALPHA PHI INTERNATIONA FRATERNITY INC,% SORORITY SOLUTIONS,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,196808,2,00,040319000,5,01,202506,0,0,02,0,06,0,0,0,,ZETA THETA CHAPTER AT TUFTS
042749479,SOUTH MEADOWS CEMETERY ASSOCIATION INC,% CYNTHIA NIMS,6188 W GIRARD AVE,DENVER,CO,80227-5438,0000,13,3,2000,202208,1,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,Y50,
042760267,SOCIETY OF AMERICAN MAGICIANS,% MANON RODRIGUEZ,10000 E YALE AVE APT 39,DENVER,CO,80231-5959,0000,10,3,1000,199711,1,00,281000000,1,01,202405,4,4,01,0,05,248579,277187,277187,,
042764052,SCANDINAVIAN COLLECTORS CLUB,% VIGGO WARMBOE,748 FAIRFAX ST,DENVER,CO,80220-5151,0000,03,3,1000,199601,1,16,995120000,1,01,202512,0,0,02,0,12,0,0,0,B90,
042790740,UNITED STATES PUBLIC INTEREST RESEARCH GROUP INC,,1543 WAZEE ST STE 460,DENVER,CO,80202-1450,0000,04,3,3000,198412,2,00,460000000,1,01,202406,7,7,01,0,06,7052150,6525940,6525940,,
042864296,CENTER FOR PSYCHOLOGY AND SOCIAL CHANGE INC,% ROY HUNT,PO BOX 909,BOULDER,CO,80306-0909,0000,03,3,1000,199108,1,15,199000000,1,01,202412,0,0,02,0,12,0,0,0,,
042900272,AMERCIAN CHEESE SOCIETY INC,% LAURA JACOBS WELCH,7173 S HAVANA ST STE 600 # 289,CENTENNIAL,CO,80112-3891,0000,06,3,1000,199305,2,00,200205000,1,01,202412,6,6,01,0,12,1422439,1710264,1710264,K99Z,
042943893,AMERICAN ASSOCIATION OF PHILATELIC EXHIBITORS INC,% EDWIN ANDREWS,10309 BROOKHOLLOW CIR,HGHLNDS RANCH,CO,80129-1800,0000,03,3,1000,199308,1,15,059000000,1,01,202412,0,0,02,0,12,0,0,0,B80Z,
043002588,MEDIATORS FOUNDATION INC,,2525 ARAPAHOE AVE UNIT E4 PMB 509,BOULDER,CO,80302-6746,0000,03,3,1000,198802,1,16,093000000,1,01,202412,5,6,01,0,12,977450,3517767,3517767,Q41Z,
043012897,CABLE TELEVISION LABORATORIES INC,% PATRICIA FRITZ,858 COAL CREEK CIR,LOUISVILLE,CO,80027-9750,0000,06,3,2000,198908,0,00,000000000,5,01,202406,9,9,01,0,06,69084301,77736911,77736911,,CABLELABS
043044044,INTERNATIONAL DEAF TEK INC,% BRENDA MOENNE,25000 E ELLSWORTH DR,AURORA,CO,80018-4607,0000,03,3,1000,199208,1,16,160603000,1,01,202304,0,0,02,0,04,0,0,0,,IDT COMMUNICATIONS
043111204,SAMSARA MEMORIAL FOUNDATION FOR THE ADVANCEMENT OF FELINE WELFARE,% PAULA PONTE,PO BOX 19291,BOULDER,CO,80308-2291,0000,03,3,1000,199112,1,16,559000000,1,01,202512,0,0,02,0,12,0,0,0,A99Z,
043116623,ICLEI LOCAL GOVERNMENTS FOR SUSTAINABILITY USA INC,,1536 WYNKOOP ST STE 901,DENVER,CO,80202-1379,0000,03,3,1000,199110,1,15,994000000,1,01,202412,6,6,01,0,12,2210101,4053847,4053847,C010,
043118157,AMERICAN ASSOCIATION FOR EMERGENCY PSYCHIATRY,,7173 S HAVANA ST STE 600 # 289,CENTENNIAL,CO,80112-3891,0000,03,3,1000,199004,1,16,166000000,1,01,202412,4,4,01,0,12,445364,258305,258305,,
043181404,F L A M E INC,% BARBARA SUHRGTEDT PRESIDENT,5000 BOARDWALK DRIVE,FORT COLLINS,CO,80525-6216,0000,03,3,1000,199401,1,15,093000000,1,01,202412,0,0,02,0,12,0,0,0,Q21Z,
043241966,PRIESTLY FRATERNITY OF THE MSSNRS OF ST CHARLES BORROMEO INC,,900 W MIDWAY BLVD,BROOMFIELD,CO,80020-2048,0928,03,9,1700,194603,1,10,031150120,5,01,,4,4,06,0,12,,,,,
043249629,GREEN CORPS CAMPAIGNS INC,,1543 WAZEE ST STE 300,DENVER,CO,80202-1465,0000,04,0,1000,000000,0,00,000000000,0,01,202406,3,1,02,0,06,76619,3625,3625,,
043457552,THE I AM FOUNDATION,% STEPHEN J VIGLIONE,6525 GUNPARK DR STE 370 PMB 345,BOULDER,CO,80301-3333,0000,03,3,1200,200005,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
043589307,MESA COUNTY SEARCH AND RESCUE GROUN D TEAM,% JON BUSCHHORN,PO BOX 2251,GRAND JCT,CO,81502-2251,0000,03,3,1200,200312,1,15,000000000,1,01,202512,4,3,01,0,12,147326,99296,97028,M23,
043596516,VINEYARD COMMUNITY CHURCH OF ARVADA,% JAY PATHAK,6245 GARRISON ST,ARVADA,CO,80004-5349,0000,03,3,7000,200603,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,MILE HIGH VINEYARD CHURCH
043603079,ANDREA MCWHORTER MINISTRIES,% ANDREA MCWHORTER-WAITLEY,30581 COUNTY ROAD 385,ILIFF,CO,80736-9533,0000,03,3,2700,200207,1,16,000000000,1,01,202505,3,2,02,0,05,38270,19352,19352,X99,CROSS MY HEART MINISTRIES
043605386,SARGENT CHILDCARE ASSOCIATION,% KATRINA BROWN,7072 N COUNTY ROAD 2 E,MONTE VISTA,CO,81144-9756,0000,03,3,1200,200208,1,15,000000000,1,01,202512,2,0,02,0,12,14450,0,0,P33,
043611722,ST PAUL MISSIONARY BAPTIST CHURCH OF AURORA COLORADO,,5172 S HANNIBAL WAY,AURORA,CO,80015-4265,0000,03,3,7000,200205,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,BRINKLEY KENNETH L PASTOR
043616629,PTA COLORADO CONGRESS,% PTA COLORADO CONGRESS,7859 W 38TH AVE,WHEAT RIDGE,CO,80033-6109,0965,03,9,2000,194611,1,16,059035000,5,01,202506,0,0,02,0,06,0,0,0,B94,KOHL ELEMENTARY PTA
043619796,J FREUNARD KIM FOUNDATION,% FRANK KIM,10653 LIETER PL,LONE TREE,CO,80124-9785,0000,03,3,1000,200205,1,04,000000000,1,01,202412,5,3,00,1,12,707898,32622,,T22,
043622520,MESSIANIC JEWISH BIBLE SOCIETY INC,,PO BOX 8900,PUEBLO,CO,81008-8900,0000,03,3,7200,200206,1,15,000000000,1,01,202412,7,6,01,0,12,8074807,2522279,2522279,X30,ZEV ISAACS
043630442,CASA OF PUEBLO,,130 W ABRIENDO AVE,PUEBLO,CO,81004-4224,0000,03,3,5000,200204,1,15,000000000,1,01,202412,6,6,01,0,12,1993051,1413510,1352647,I80,
043631930,UNITED STATES WOMENS NATIONAL SOCCER TEAM PLAYERS ASSOCIATION,% JOHN B LANGEL,4770 BASELINE ROAD,BOULDER,CO,80303-2666,0000,05,3,3000,200302,2,00,000000000,1,01,202412,6,6,01,0,12,4457212,1847619,1847619,J40,
043639691,GRACE,% CARLENE D HILL,20663 E 43RD AVE,DENVER,CO,80249-6906,0000,03,3,7000,200701,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043646470,AMERICAN SEWING GUILD INC,% LETA SMITH,801 BONITA AVE,FORT COLLINS,CO,80526-3131,3534,03,9,2000,198603,1,15,281995000,5,01,,0,0,01,0,12,,,,A20,CO-FT COLLINS
043655255,ABUNDANT GRACE CHRISTIAN FELLOWSHIP,% KENNETH J OLLIE,4794 FRASER WAY,DENVER,CO,80239-5923,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043702995,LEADVILLE ARTS COALTION,% MARSHA CARTER,PO BOX 1278,LEADVILLE,CO,80461-1278,0000,03,3,1000,200302,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A61,
043730045,MEDICAL CENTER OF THE ROCKIES,% THE ORGANIZATION,2315 E HARMONY RD STE 200,FORT COLLINS,CO,80528-8620,0000,03,3,1000,200312,1,12,000000000,1,01,202406,9,9,01,0,06,750743378,996391734,641998223,E22,
043734916,BOULDER ATHEISTS,% RUSSELL P HOLSCLAW,236 RANGE RD,NEDERLAND,CO,80466-9633,0000,03,3,2000,200902,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A70,
043735556,COLORADO 4-HC FOUNDATION INC,% CHRIS MILLER CLUB LEADER,800 RESEARCH DR STE 224,WOODLAND PARK,CO,80863-9732,5947,03,9,2000,201308,1,15,149349000,1,01,202206,0,0,02,0,06,0,0,0,,ROCKY MOUNTAIN 4-H
043735560,COLORADO 4-HC FOUNDATION INC,% KAREN MITCHELL CLUB LEADER,1101 RAMPART RANGE RD,WOODLAND PARK,CO,80863-1312,5947,03,9,2000,201308,1,15,149349000,1,01,202506,0,0,02,0,06,0,0,0,,WOODLAND PARK PATHFINDERS
043735570,COLORADO 4-HC FOUNDATION INC,% JESSICA ADAMS,800 RESEARCH DR STE 224,WOODLAND PARK,CO,80863-9732,5947,03,9,2000,201308,1,15,149349000,1,01,202206,0,0,02,0,06,0,0,0,,HILLTOP 4-H
043737768,CENTER FOR SNOW AND AVALANCHE STUDIES,% CHRIS LANDRY,PO BOX 190,SILVERTON,CO,81433-0190,0000,03,3,2000,200309,1,15,000000000,1,01,202506,4,4,01,0,06,209869,255702,255702,C053,
043740795,COLORADO COALITION FOR THE HOMELESS,,2111 CHAMPA ST,DENVER,CO,80205-2529,7181,03,9,1000,198408,1,16,559000000,1,01,,5,6,01,0,12,,,,,CCH PROPERTY MANAGEMENT DEPARTMENT
043745180,ROCK THE EARTH,,7402 E JARVIS PL,DENVER,CO,80237-1300,0000,03,3,1000,200402,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,C30,
043748642,INDEPENDENT ACADEMY CHARTER SCHOOL,% SHERRY PRICE,675 29 RD,GRAND JCT,CO,81504-4663,0000,03,3,2000,200312,1,11,000000000,1,01,202506,8,7,01,0,06,26176774,6491284,6491284,B29,
043763688,COOPER CREEK SQUARE MERCHANTS ASSOCIATION,% DAPCPA POPE AND ASSOCIATES LLC,747 SHERIDAN BLVD UNIT 7D,LAKEWOOD,CO,80214-2554,0000,06,3,2000,200308,2,00,000000000,1,01,202412,3,4,01,0,12,55379,259999,259999,S41,
043770151,LIGHTHOUSE BAPTIST CHURCH,% STEVE JOHNSON,PO BOX 461476,AURORA,CO,80046-1476,0000,03,3,7000,200603,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043770168,WHEAT RIDGE FOUNDATION,% TREASURER,4005 KIPLING ST,WHEAT RIDGE,CO,80033-4125,0000,03,3,1000,200401,1,15,000000000,1,01,202412,4,4,01,0,12,432870,151969,140752,N11,
043775347,JOSHUA INC,% JASON GRUHL,2303 E DARTMOUTH AVE,ENGLEWOOD,CO,80113-3079,6105,03,9,1200,201411,1,16,000000000,1,01,202406,6,7,01,0,06,3779693,9506544,9506544,B28,THE JOSHUA SCHOOL DENVER
043778178,THIRD DAY VICTORY CHURCH,% BLAKE BUSH,2700 S LEMAY AVE,FORT COLLINS,CO,80525-2264,0000,03,3,7120,200702,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043778555,ALPHA PHI INTERNATIONAL FRATERNITY INC,,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,000000,0,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,,CENTRAL NEW JERSEY ALUMNAE CHAPTER
043779484,EXPERIENCING HIS PRESENCE MINISTRIES,% JAMES ROGERS,PO BOX 25657,COLORADO SPGS,CO,80936-5657,0000,03,3,7000,200403,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X21,
043791456,PINK LIGHTNING FOUNDATION,% STEVE B WARNECKE,4220 MORNING STAR DR,CASTLE ROCK,CO,80108-9092,0000,03,3,1000,200408,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,G20,
043798457,PUEBLO IMMANUEL,% SOUTH WEST LATIN AMERICAN DIST,1640 E 4TH ST,PUEBLO,CO,81001-4108,1588,03,9,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
043827155,CHRIST FOR LIFE MINISTRY INC,% TARA CHAVARRIA,2851 RIVERSIDE PLAZA,STEAMBOAT SPRINGS,CO,80487-5084,0000,03,3,7100,201406,1,15,000000000,1,01,202412,3,4,01,0,12,79402,285660,278182,O55,
043829718,COLORADO WYOMING WRITING CENTERS ASSOCIATION,% JUSTIN BAIN,229 SWEET VALLEY CT,LONGMONT,CO,80501-8649,0000,03,3,2000,201606,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,B03,
043836529,LESSONS FOR LIFE MINISTRIES,% GARY SKINNER,16 N UNION BLVD,COLORADO SPGS,CO,80909-5702,0000,03,3,1270,200603,1,15,000000000,1,01,202412,4,4,01,0,12,131028,108763,108763,X20,
043840559,NEW HOPE CATTLE DOGS RESCUE & REHOMING,% PAULA WILDERMAN,PO BOX 460064,AURORA,CO,80046-0064,0000,03,3,1000,200803,1,15,000000000,1,01,202412,3,4,01,0,12,55167,146212,146212,D20,
046059578,VINTAGE MOTOR CAR CLUB OF AMERICA INC,% ELAINE JOHNSEN,231 FAIRFAX ST,COLORADO SPGS,CO,80911-2320,0000,07,3,1000,194403,2,00,281319000,1,01,202412,4,4,01,0,12,161953,117667,117638,,
046086134,ALPHA PHI INTERNATIONAL FRATERNITY INC,,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,196808,2,00,036319040,5,01,202506,0,0,02,0,06,0,0,0,,BOSTON ALUMNAE CHAPTER
046129772,PALEONTOLOGICAL SOCIETY,% ROY PLOTNICK,12110 N PECOS STREET,WESTMINSTER,CO,80234-2020,0000,03,3,8000,196511,1,16,161180000,5,01,202412,7,5,01,0,12,6388031,659699,594555,A72Z,
046130037,AATSEEL,% JILLIAN COSTELLO,276 UCB MCKENNA 129,BOULDER,CO,80309-0001,0000,03,3,1200,202401,1,16,059000000,1,01,202406,4,4,01,0,06,239875,228447,228447,B03,
046538205,NORMAN ROCKWELL ART COLLECTION TRUST,% B W ROCKWELL,CO ROCKWELL 3476 SOUTH OTIS COUR,LAKEWOOD,CO,80227-0000,0000,03,3,1000,198608,1,03,909000000,1,01,202412,6,1,00,1,12,4357000,2435,,,
046771029,BELL FAMILY FOUNDATION,,1215 LINCOLN AVE,LOUISVILLE,CO,80027-1723,0000,03,3,1000,199506,1,04,602000000,2,01,202412,7,7,00,1,12,6609720,7184303,,T20Z,BELL GWEN K TTEE
046864146,MURRAY L GOLDBERG FOUNDATION,% MURRAY L GOLDBERG,4880 LEE CIR,BOULDER,CO,80303-1112,0000,03,3,1000,199811,1,04,602000000,2,01,202412,5,4,00,1,12,739110,148079,,T20Z,GOLDBERG MURRAY L TTEE
046965300,SPREADING THE GOOD NEWS SALVATION FOUNDATION,% KENNETH P NEUMANN,12600 W COLFAX AVENUE B-430,LAKEWOOD,CO,80215-3770,0000,03,3,1000,200204,1,04,000000000,2,01,202412,5,6,00,1,12,917964,1275282,,T21,NEUMANN KENNETH P TTEE
050521638,WORD ALIVE CHURCH,% HOLLY ENSEY,3450 N NEVADA AVE,COLORADO SPGS,CO,80907-5331,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,
050524458,NATIONAL STRENGTH AND CONDITIONING ASSOCIATION,,1885 BOB JOHNSON DR,COLORADO SPGS,CO,80906-4000,0000,03,3,1000,200211,1,16,000000000,1,01,202503,8,8,01,0,03,22793200,15293573,14447300,N40,
050540372,HEELING PARTNERS OF THE ROARING FORK VALLEY INC,% NANCY BROWN,115 CHAPARRAL CIR,GLENWOOD SPGS,CO,81601-2603,0000,03,3,1000,200302,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D60,
050554187,NATIONAL HEARING CONSERVATION ASSOCIATION SCHOLARSHIP FOUNDATION,% ASHLEY MONTOYA,7173 S HAVANA ST STE 600,CENTENNIAL,CO,80112-3891,0000,03,3,1000,200307,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,B82,
